[14:21:28] [main/INFO]: ModLauncher running: args [--username, JustArend, --version, forge-47.3.0, --gameDir, C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0, --assetsDir, C:\Users\Arend\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, bb99cf8c16fa45c3bab5f6031f089828, --accessToken, ????????, --clientId, NzE1YTE1MjUtZjFlZC00ZDc5LWJiMjQtMzYzZWQ5NWNjYjc5, --xuid, 2535428986502103, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Arend\curseforge\minecraft\Install\quickPlay\java\1721913686378.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:21:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:21:29] [main/INFO]: Found mod file sound-physics-remastered-forge-1.20.1-1.4.5.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file spelunkers_charm-3.6.0-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file stalkercreepers-1.20.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file structure_gel-1.20.1-2.16.2.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file structureessentials-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file supermartijn642configlib-1.1.8-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file supermartijn642corelib-1.1.17-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.7.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file Terralith_1.20.x_v2.5.4.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file titanium-1.20.1-3.8.32.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file TravelersTitles-1.20-Forge-4.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file twilightdelight-2.0.12.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file twilightforest-1.20.1-4.3.2508-universal.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file visuality-forge-2.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file voidtotem-forge-1.20-3.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file waterframes-FORGE-mc1.20.1-v2.0.14.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file watermedia-2.0.68.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file watut-forge-1.20.1-1.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file waveycapes-forge-1.4.8-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file waystones-forge-1.20-14.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file wegotrunnners-0.7.1.1.20.1[SPANISH TRANSLATION UPDATE].jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file YungsApi-1.20-Forge-4.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file YungsBetterDungeons-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file YungsBetterMineshafts-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file YungsBetterStrongholds-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file YungsExtras-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:29] [main/INFO]: Found mod file zombieawareness-1.20.1-1.13.1.jar of type MOD with provider {mods folder locator at C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods}
[14:21:30] [main/WARN]: Mod file C:\Users\Arend\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.20.1-47.3.0\fmlcore-1.20.1-47.3.0.jar is missing mods.toml file
[14:21:30] [main/WARN]: Mod file C:\Users\Arend\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.3.0\javafmllanguage-1.20.1-47.3.0.jar is missing mods.toml file
[14:21:30] [main/WARN]: Mod file C:\Users\Arend\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.3.0\lowcodelanguage-1.20.1-47.3.0.jar is missing mods.toml file
[14:21:30] [main/WARN]: Mod file C:\Users\Arend\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.20.1-47.3.0\mclanguage-1.20.1-47.3.0.jar is missing mods.toml file
[14:21:30] [main/INFO]: Found mod file fmlcore-1.20.1-47.3.0.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.3.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.3.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/INFO]: Found mod file mclanguage-1.20.1-47.3.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/INFO]: Found mod file forge-1.20.1-47.3.0-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@39e67516
[14:21:30] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[14:21:30] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: curios. Using Mod File: C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods\curios-forge-5.9.1+1.20.1.jar
[14:21:30] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: resourcefullib. Using Mod File: C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\mods\resourcefullib-forge-1.20.1-2.1.25.jar
[14:21:30] [main/INFO]: Found 30 dependencies adding them to mods collection
[14:21:30] [main/INFO]: Found mod file common-image-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file MixinExtras-0.3.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file battery-1.1.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file kuma-api-forge-20.1.8+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file caffeine-3.1.8.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file satin-forge-1.20.1+1.15.0-SNAPSHOT.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file imageio-core-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file Registrate-MC1.20-1.3.11.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file httpmime-4.5.10.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file mclib-20.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file l2serial-1.2.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file flywheel-forge-1.20.1-0.6.10-7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file bytecodecs-1.0.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file common-lang-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file jcpp-1.4.14.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file mixinextras-forge-0.3.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file common-io-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file GraphLib3-3.0.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file MathParser.org-mXparser-5.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file cumulus_menus-1.20.1-1.0.0-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file yabn-1.0.3.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file yet-another-config-lib-forge-3.0.1+1.20.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file nitrogen_internals-1.20.1-1.0.7-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file puzzlesaccessapi-forge-8.0.7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file l2library-2.4.16-slim.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file expandability-forge-9.0.4.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file imageio-webp-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file Reflect-1.3.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file jctools-core-4.0.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:30] [main/INFO]: Found mod file imageio-metadata-3.9.4.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@6f94fb9d
[14:21:32] [main/INFO]: Compatibility level set to JAVA_17
[14:21:32] [main/ERROR]: Mixin config mixins.satin.client.json does not specify "minVersion" property
[14:21:33] [main/ERROR]: Mixin config entity_model_features.mixins.json does not specify "minVersion" property
[14:21:33] [main/ERROR]: Mixin config azurepaxels.mixins.json does not specify "minVersion" property
[14:21:33] [main/ERROR]: Mixin config yacl.mixins.json does not specify "minVersion" property
[14:21:33] [main/INFO]: Successfully loaded Mixin Connector [com.sonicether.soundphysics.MixinConnector]
[14:21:33] [main/INFO]: Launching target 'forgeclient' with arguments [--version, forge-47.3.0, --gameDir, C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0, --assetsDir, C:\Users\Arend\curseforge\minecraft\Install\assets, --uuid, bb99cf8c16fa45c3bab5f6031f089828, --username, JustArend, --assetIndex, 5, --accessToken, ????????, --clientId, NzE1YTE1MjUtZjFlZC00ZDc5LWJiMjQtMzYzZWQ5NWNjYjc5, --xuid, 2535428986502103, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Arend\curseforge\minecraft\Install\quickPlay\java\1721913686378.json]
[14:21:33] [main/INFO]: Loaded configuration file for ModernFix 5.18.10+mc1.20.1: 83 options available, 0 override(s) found
[14:21:33] [main/INFO]: Applying Nashorn fix
[14:21:33] [main/INFO]: Applied Forge config corruption patch
[14:21:33] [main/WARN]: Reference map 'cobweb.refmap.json' for cobweb.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:33] [main/WARN]: Reference map 'cobweb.refmap.json' for cobweb.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:33] [main/WARN]: Mod 'seamless_loading_screen' attempted to override option 'mixin.features.gui.fast_loading_screen', which doesn't exist, ignoring
[14:21:33] [main/WARN]: Mod 'seamless_loading_screen' attempted to override option 'features.gui.screen', which doesn't exist, ignoring
[14:21:33] [main/INFO]: Loaded configuration file for Embeddium: 211 options available, 3 override(s) found
[14:21:33] [main/INFO]: Searching for graphics cards...
[14:21:33] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=UNKNOWN, name=Parsec Virtual Display Adapter, version=DriverVersion=0.41.0.0]
[14:21:33] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce RTX 3070, version=DriverVersion=32.0.15.5585]
[14:21:33] [main/WARN]: Embeddium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[14:21:33] [main/WARN]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[14:21:34] [main/WARN]: Reference map 'yungsextras.refmap.json' for yungsextras.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'yungsextras.refmap.json' for yungsextras_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'seamless-loading-screen-forge-refmap.json' for seamless_loading_screen-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'harvest_with_ease.refmap.json' for harvest_with_ease.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'harvest_with_ease.refmap.json' for harvest_with_ease.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'simplyswords-forge-refmap.json' for simplyswords.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/WARN]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[14:21:34] [main/INFO]: Loading 166 mods:
	- aeroblender 1.20.1-1.0.1-neoforge
	- aether 1.20.1-1.4.2-neoforge
		|-- cumulus_menus 1.20.1-1.0.0-neoforge
		\-- nitrogen_internals 1.20.1-1.0.7-neoforge
	- aether_redux 2.0.17
	- alexscaves 1.1.4
	- alexsmobs 1.22.8
	- alltheores 2.2.4
	- ambientenvironment 11.0.0.1
	- appleskin 2.5.1+mc1.20.1
	- architectury 9.2.14
	- artifacts 9.5.11
		\-- expandability 9.0.4
	- azurepaxels 1.0.6
	- balm 7.3.6
		\-- kuma_api 20.1.8
	- bettercombat 1.8.5+1.20.1
	- betterdungeons 1.20-Forge-4.0.4
	- betterfpsdist 1.20.1-4.4
	- bettermineshafts 1.20-Forge-4.0.4
	- betterstrongholds 1.20-Forge-4.0.3
	- bettervillage 3.1.0
	- biomesoplenty 18.0.0.598
	- blur 3.1.1
		\-- satin 1.20.1+1.15.0-SNAPSHOT
	- bookshelf 20.2.13
	- brandonscore 3.2.1.302
	- carryon 2.1.2.7
	- cataclysm 1.99.5
	- citadel 2.5.6
	- cloth_config 11.1.118
	- clumps 12.0.0.4
	- cobweb 1.0.0
	- codechickenlib 4.4.0.512
	- collective 7.74
	- controlling 12.0.2
	- coroutil 1.20.1-1.3.7
	- cosmeticarmorreworked 1.20.1-v1a
	- craterlib 2.0.1
	- create 0.5.1.f
		\-- flywheel 0.6.10-7
	- creativecore 2.11.32
	- creeperoverhaul 3.0.2
	- culllessleaves 1.20.1-1.0.5
	- cupboard 1.20.1-2.7
	- curios 5.9.1+1.20.1
	- deeperdarker 1.2.1
	- defaultoptions 18.0.1
	- ding 1.5.0
	- distanthorizons 2.1.2-a
	- doubledoors 5.7
	- draconicevolution 3.1.2.583
	- durabilitytooltip 1.1.5
	- dynamic_fps 3.6.1
	- easymagic 8.0.1
	- embeddium 0.3.27+mc1.20.1
		\-- rubidium 0.7.1
	- embeddiumplus 1.2.13
	- emojiful 4.2.0
	- enchdesc 17.0.16
	- enderio 6.1.8-beta
	- enderio_recreated 1.0.0
	- endermanoverhaul 1.0.4
	- endersdelight 1.0.3
	- endrem 5.2.3-R-1.20.1
	- entity_model_features 2.1.3
	- entity_texture_features 6.1.3
	- explosiveenhancement 1.0.1
	- fallingleaves 2.1.0
	- fallingtrees 0.12.5
	- farmersdelight 1.20.1-1.2.4
	- farsight_view 1.20.1-3.7
	- ferritecore 6.0.1
	- forge 47.3.0
	- framedblocks 9.3.0
	- ftblibrary 2001.2.3
	- ftbultimine 2001.1.5
	- fusion 1.1.1
	- geckolib 4.4.7
	- getittogetherdrops 1.3
	- gravestone 1.20.1-1.0.17
	- harvest_with_ease 9.0.1
	- iceandfire 2.1.13-1.20.1-beta-4
	- ichunutil 1.0.0
	- immediatelyfast 1.2.18+1.20.4
	- immersive_aircraft 1.0.1+1.20.1
	- immersive_armors 1.6.1+1.20.1
	- immersive_weathering 1.20.1-2.0.1
	- industrialforegoing 3.5.17
	- insanelib 1.13.5
	- inventorysorter 23.0.1
	- jei 15.8.0.17
	- jeresources 1.4.0.247
	- journeymap 5.10.1
	- justzoom 2.0.0
	- konkrete 1.8.0
	- l_g_c 0.7
	- libraryferret 4.0.0
	- lionfishapi 1.9
	- lootr 0.7.34.85
	- lost_aether_content 1.2.3
	- medieval_buildings 1.0.2
	- medievalend 1.0.1
	- minecraft 1.20.1
	- modelfix 1.15
	- modernfix 5.18.10+mc1.20.1
